# background genes,# genes,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year,FDR (-log10)
650,6,Monarch Phenotype,,Hypertelorism,0.0197,CSNK2A1|SMAD2|SMAD3|BMPR1A|SKI|AKT1,10163,10306|10267|10252|10300|10270|10330,2.70E-04,,HP:0000316,0.170553377,0,
118,3,GO Biological Process,,Positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.0199,SMAD2|BMPR1A|ACVR1,10163,10267|10300|10279,6.60E-04,,GO:0090100,0.170114692,0,
33,2,Reactome Pathways,,Oncogene Induced Senescence,0.02,TP53|E2F1,10163,10291|10264,0.0011,,HSA-2559585,0.169897,0,
61,2,KEGG Pathways,,Longevity regulating pathway - multiple species,0.0201,PRKACA|AKT1,10163,10261|10330,0.0036,,hsa04213,0.169680394,0,
62,2,WikiPathways,,Prader-Willi and Angelman syndrome,0.0201,TP53|E2F1,10163,10291|10264,0.0037,,WP3998,0.169680394,0,
5378,16,TISSUES,,Viscus,0.0205,STUB1|CYP27B1|RBL2|SMAD2|TP53|PLK1|CEBPB|PRKACA|SMAD3|MYB|E2F1|E2F4|CDK1|SUMO2|AKT1|CTNNB1,10163,10315|10255|10276|10267|10291|10297|10312|10261|10252|10288|10264|10321|10327|10273|10330|10285,8.50E-04,,BTO:0001491,0.168824614,0,
506,5,GO Biological Process,,Negative regulation of protein modification process,0.0206,PLK1|CASP3|SKI|AKT1|CTNNB1,10163,10297|10333|10270|10330|10285,6.90E-04,,GO:0031400,0.168613278,0,
778,6,GO Biological Process,,Regulation of kinase activity,0.0206,RBL2|PLK1|CASP3|BMPR1A|BMPR1B|AKT1,10163,10276|10297|10333|10300|10294|10330,6.90E-04,,GO:0043549,0.168613278,0,
5438,17,GO Cellular Component,,Cytosol,0.0206,CSNK2A1|STUB1|RBL2|SMAD2|CASP6|CDK2|TP53|PLK1|SMAD1|PRKACA|CASP3|SMAD3|MYB|CDK1|SMAD5|AKT1|CTNNB1,10163,10306|10315|10276|10267|10309|10303|10291|10297|10282|10261|10333|10252|10288|10327|10258|10330|10285,2.50E-04,,GO:0005829,0.168613278,0,
15,2,GO Cellular Component,,Caspase complex,0.0206,CASP6|CASP3,10163,10309|10333,2.60E-04,,GO:0008303,0.168613278,0,
15,2,GO Cellular Component,,RNA polymerase II transcription repressor complex,0.0206,MYC|CTNNB1,10163,10318|10285,2.60E-04,,GO:0090571,0.168613278,0,
120,3,GO Biological Process,,Embryonic limb morphogenesis,0.0207,BMPR1A|SKI|CTNNB1,10163,10300|10270|10285,6.90E-04,,GO:0030326,0.168402965,0,
228,4,Monarch Phenotype,,Abnormality of the menstrual cycle,0.0208,STUB1|TP53|BMPR1B|AKT1,10163,10315|10291|10294|10330,3.10E-04,,HP:0000140,0.168193667,0,
949,7,Monarch Phenotype,,Failure to thrive,0.0208,CSNK2A1|CYP27B1|BMPR1A|SKI|ACVR1|AKT1|CTNNB1,10163,10306|10255|10300|10270|10279|10330|10285,3.00E-04,,HP:0001508,0.168193667,0,
225,4,Monarch Phenotype,,Abnormality of the pancreas,0.0208,STUB1|TP53|BMPR1A|MYC,10163,10315|10291|10300|10318,2.90E-04,,HP:0001732,0.168193667,0,
225,4,Monarch Phenotype,,Abnormality of the spinal cord,0.0208,SMAD2|SMAD3|AKT1|CTNNB1,10163,10267|10252|10330|10285,2.90E-04,,HP:0002143,0.168193667,0,
89,3,Monarch Phenotype,,Metaphyseal widening,0.0208,SKI|BMPR1B|ACVR1,10163,10270|10294|10279,3.00E-04,,HP:0003016,0.168193667,0,
1274,8,Monarch Phenotype,,Decreased body weight,0.0208,CSNK2A1|CYP27B1|TP53|BMPR1A|SKI|ACVR1|AKT1|CTNNB1,10163,10306|10255|10291|10300|10270|10279|10330|10285,3.00E-04,,HP:0004325,0.168193667,0,
16,2,Monarch Phenotype,,Progressive macrocephaly,0.0208,AKT1|CTNNB1,10163,10330|10285,2.90E-04,,HP:0004481,0.168193667,0,
16,2,Monarch Phenotype,,Descending thoracic aorta aneurysm,0.0208,SMAD2|SMAD3,10163,10267|10252,2.90E-04,,HP:0004959,0.168193667,0,
224,4,Monarch Phenotype,,Bowing of the long bones,0.0208,CYP27B1|PRKACA|SKI|BMPR1B,10163,10255|10261|10270|10294,2.90E-04,,HP:0006487,0.168193667,0,
420,5,Monarch Phenotype,,Abnormality of upper limb joint,0.0208,CYP27B1|SMAD3|SKI|BMPR1B|AKT1,10163,10255|10252|10270|10294|10330,3.00E-04,,HP:0009810,0.168193667,0,
16,2,Monarch Phenotype,,Chronic fatigue,0.0208,SMAD3|BMPR1A,10163,10252|10300,2.90E-04,,HP:0012432,0.168193667,0,
16,2,Monarch Phenotype,,Abnormal brain FDG positron emission tomography,0.0208,AKT1|CTNNB1,10163,10330|10285,2.90E-04,,HP:0012658,0.168193667,0,
16,2,Monarch Phenotype,,Mucoid extracellular matrix accumulation,0.0208,SMAD2|SMAD3,10163,10267|10252,2.90E-04,,HP:0200146,0.168193667,0,
63,2,KEGG Pathways,,Basal cell carcinoma,0.0211,TP53|CTNNB1,10163,10291|10285,0.0038,,hsa05217,0.167571754,0,
64,2,WikiPathways,,3q29 copy number variation syndrome,0.0212,AKT1|MYC,10163,10330|10318,0.0039,,WP4906,0.167366414,0,
234,4,Monarch Phenotype,,Headache,0.0214,TP53|SMAD3|AKT1|CTNNB1,10163,10291|10252|10330|10285,3.40E-04,,HP:0002315,0.166958623,0,
17,2,Monarch Phenotype,,Hepatic encephalopathy,0.0214,TP53|CTNNB1,10163,10291|10285,3.30E-04,,HP:0002480,0.166958623,0,
94,3,Monarch Phenotype,,Abnormality of tibia morphology,0.0214,CYP27B1|TP53|BMPR1B,10163,10255|10291|10294,3.50E-04,,HP:0002992,0.166958623,0,
1294,8,Monarch Phenotype,,Abnormality of connective tissue,0.0214,CYP27B1|SMAD2|PRKACA|SMAD3|BMPR1A|SKI|BMPR1B|AKT1,10163,10255|10267|10261|10252|10300|10270|10294|10330,3.30E-04,,HP:0003549,0.166958623,0,
17,2,Monarch Phenotype,,Hamartomatous polyposis,0.0214,BMPR1A|AKT1,10163,10300|10330,3.30E-04,,HP:0004390,0.166958623,0,
17,2,Monarch Phenotype,,Abdominal aortic aneurysm,0.0214,SMAD2|SMAD3,10163,10267|10252,3.30E-04,,HP:0005112,0.166958623,0,
433,5,Monarch Phenotype,,Vascular skin abnormality,0.0214,SMAD2|PRKACA|SMAD3|BMPR1A|AKT1,10163,10267|10261|10252|10300|10330,3.40E-04,,HP:0011276,0.166958623,0,
675,6,Monarch Phenotype,,Abnormal long bone morphology,0.0214,CYP27B1|TP53|PRKACA|SKI|BMPR1B|ACVR1,10163,10255|10291|10261|10270|10294|10279,3.30E-04,,HP:0011314,0.166958623,0,
682,6,Monarch Phenotype,,Abnormal hair quantity,0.0214,CSNK2A1|STUB1|CYP27B1|PRKACA|ACVR1|AKT1,10163,10306|10315|10255|10261|10279|10330,3.40E-04,,HP:0011362,0.166958623,0,
17,2,Monarch Phenotype,,Carotid artery dilatation,0.0214,SMAD2|SMAD3,10163,10267|10252,3.30E-04,,HP:0012163,0.166958623,0,
17,2,Monarch Phenotype,,Paroxysmal dyspnea,0.0214,SMAD2|SMAD3,10163,10267|10252,3.30E-04,,HP:0012763,0.166958623,0,
19,2,COMPARTMENTS,,Caspase complex,0.0215,CASP6|CASP3,10163,10309|10333,4.00E-04,,GOCC:0008303,0.166756154,0,
95,3,Monarch Phenotype,,Abnormal circulating calcium concentration,0.0219,CYP27B1|TP53|CTNNB1,10163,10255|10291|10285,3.60E-04,,HP:0004363,0.165955589,0,
123,3,GO Biological Process,,Regulation of myeloid leukocyte differentiation,0.0221,CEBPB|MYC|CTNNB1,10163,10312|10318|10285,7.40E-04,,GO:0002761,0.165560773,0,
1673,9,Monarch Phenotype,,Abnormality of the vasculature,0.0221,SMAD2|TP53|PRKACA|SMAD3|BMPR1A|SKI|AKT1|MYC|CTNNB1,10163,10267|10291|10261|10252|10300|10270|10330|10318|10285,3.60E-04,,HP:0002597,0.165560773,0,
1312,8,Monarch Phenotype,,Abnormality of the hand,0.0222,STUB1|SMAD2|SMAD3|BMPR1A|SKI|BMPR1B|ACVR1|AKT1,10163,10315|10267|10252|10300|10270|10294|10279|10330,3.70E-04,,HP:0001155,0.165364703,0,
18,2,Monarch Phenotype,,Medulloblastoma,0.0222,TP53|CTNNB1,10163,10291|10285,3.60E-04,,HP:0002885,0.165364703,0,
18,2,Monarch Phenotype,,Adenomatous colonic polyposis,0.0222,BMPR1A|CTNNB1,10163,10300|10285,3.60E-04,,HP:0005227,0.165364703,0,
18,2,Monarch Phenotype,,Prostate cancer,0.0222,TP53|BMPR1A,10163,10291|10300,3.60E-04,,HP:0012125,0.165364703,0,
18,2,Monarch Phenotype,,Descending aortic dissection,0.0222,SMAD2|SMAD3,10163,10267|10252,3.60E-04,,HP:0012499,0.165364703,0,
1680,9,Monarch Phenotype,,Abnormality of cardiovascular system morphology,0.0222,CSNK2A1|SMAD2|TP53|PRKACA|SMAD3|BMPR1A|SKI|AKT1|CTNNB1,10163,10306|10267|10291|10261|10252|10300|10270|10330|10285,3.70E-04,,HP:0030680,0.165364703,0,
18,2,Monarch Phenotype,,Liver abscess,0.0222,TP53|CTNNB1,10163,10291|10285,3.60E-04,,HP:0100523,0.165364703,0,
1108,7,GO Biological Process,,Regulation of protein phosphorylation,0.0223,TP53|PLK1|CASP3|BMPR1A|BMPR1B|ACVR1|AKT1,10163,10291|10297|10333|10300|10294|10279|10330,7.50E-04,,GO:0001932,0.165169514,0,
20,2,COMPARTMENTS,,Transforming growth factor beta complex,0.0225,SMAD2|SMAD3,10163,10267|10252,4.40E-04,,GOCC:0099126,0.164781748,0,
124,3,GO Biological Process,,Regulation of DNA binding,0.0225,E2F1|SKI|CTNNB1,10163,10264|10270|10285,7.60E-04,,GO:0051101,0.164781748,0,
149,3,Reactome Pathways,,DNA Double-Strand Break Repair,0.0226,CDK2|TP53|SUMO2,10163,10303|10291|10273,0.0013,,HSA-5693532,0.164589156,0,
149,3,Reactome Pathways,,G2/M Checkpoints,0.0226,CDK2|TP53|CDK1,10163,10303|10291|10327,0.0013,,HSA-69481,0.164589156,0,
27,2,GO Biological Process,,Gastrulation with mouth forming second,0.0227,ACVR1|CTNNB1,10163,10279|10285,7.70E-04,,GO:0001702,0.164397414,0,
27,2,GO Biological Process,,Adrenal gland development,0.0227,SMAD2|SMAD3,10163,10267|10252,7.70E-04,,GO:0030325,0.164397414,0,
27,2,GO Biological Process,,Positive regulation of histone H3-K4 methylation,0.0227,MYB|CTNNB1,10163,10288|10285,7.70E-04,,GO:0051571,0.164397414,0,
98,3,Monarch Phenotype,,Renal neoplasm,0.0227,TP53|AKT1|CTNNB1,10163,10291|10330|10285,3.90E-04,,HP:0009726,0.164397414,0,
98,3,Monarch Phenotype,,Deviation of the hallux,0.0227,BMPR1B|ACVR1|AKT1,10163,10294|10279|10330,3.90E-04,,HP:0010051,0.164397414,0,
67,2,WikiPathways,,AMP-activated protein kinase signaling,0.023,TP53|AKT1,10163,10291|10330,0.0043,,WP1403,0.163827216,0,
19,2,Monarch Phenotype,,Hepatic necrosis,0.0231,TP53|CTNNB1,10163,10291|10285,4.00E-04,,HP:0002605,0.163638802,0,
99,3,Monarch Phenotype,,Abdominal distention,0.0231,CYP27B1|TP53|CTNNB1,10163,10255|10291|10285,4.00E-04,,HP:0003270,0.163638802,0,
99,3,Monarch Phenotype,,Abnormal blood potassium concentration,0.0231,TP53|BMPR1A|CTNNB1,10163,10291|10300|10285,4.00E-04,,HP:0011042,0.163638802,0,
255,4,COMPARTMENTS,,Plasma membrane signaling receptor complex,0.0232,BMPR1A|BMPR1B|ACVR1|AKT1,10163,10300|10294|10279|10330,4.60E-04,,GOCC:0098802,0.163451202,0,
67,2,KEGG Pathways,,Acute myeloid leukemia,0.0233,AKT1|MYC,10163,10330|10318,0.0043,,hsa05221,0.163264408,0,
68,2,WikiPathways,,Sterol regulatory element-binding proteins (SREBP) signaling,0.0235,PRKACA|AKT1,10163,10261|10330,0.0044,,WP1982,0.162893214,0,
804,6,GO Biological Process,,Response to cytokine,0.0238,CYP27B1|TP53|CEBPB|PRKACA|CASP3|AKT1,10163,10255|10291|10312|10261|10333|10330,8.20E-04,,GO:0034097,0.162342304,0,
3471,13,Monarch Phenotype,,Abnormality of the nervous system,0.0239,CSNK2A1|STUB1|CYP27B1|SMAD2|TP53|PRKACA|SMAD3|BMPR1A|SKI|BMPR1B|ACVR1|AKT1|CTNNB1,10163,10306|10315|10255|10267|10291|10261|10252|10300|10270|10294|10279|10330|10285,4.20E-04,,HP:0000707,0.16216021,0,
298,4,GO Biological Process,,T cell activation,0.024,TP53|CEBPB|SMAD3|CTNNB1,10163,10291|10312|10252|10285,8.20E-04,,GO:0042110,0.161978876,0,
28,2,GO Biological Process,,Regulation of skeletal muscle tissue development,0.024,ACVR1|CTNNB1,10163,10279|10285,8.20E-04,,GO:0048641,0.161978876,0,
249,4,Monarch Phenotype,,Abnormal diaphysis morphology,0.0241,CYP27B1|PRKACA|SKI|BMPR1B,10163,10255|10261|10270|10294,4.20E-04,,HP:0000940,0.161798296,0,
6,2,InterPro Domains,,"E2F transcription factor, CC-MB domain",0.0243,E2F1|E2F4,10163,10264|10321,5.41E-05,,IPR032198,0.161439373,0,
250,4,Monarch Phenotype,,Abnormal blood cation concentration,0.0243,CYP27B1|TP53|BMPR1A|CTNNB1,10163,10255|10291|10300|10285,4.30E-04,,HP:0010929,0.161439373,0,
300,4,GO Biological Process,,Embryonic organ morphogenesis,0.0245,SMAD2|SMAD3|ACVR1|CTNNB1,10163,10267|10252|10279|10285,8.50E-04,,GO:0048562,0.161083392,0,
236,3,KEGG Pathways,,Parkinson disease,0.0245,TP53|PRKACA|CASP3,10163,10291|10261|10333,0.0046,,hsa05012,0.161083392,0,
12,2,SMART Domains,,"Caspase, interleukin-1 beta converting enzyme (ICE) homologues",0.0246,CASP6|CASP3,10163,10309|10333,1.70E-04,,SM00115,0.160906489,0,
11,2,SMART Domains,,E2F/DP family winged-helix DNA-binding domain,0.0246,E2F1|E2F4,10163,10264|10321,1.50E-04,,SM01372,0.160906489,0,
20,2,Monarch Phenotype,,Visceral angiomatosis,0.0248,BMPR1A|AKT1,10163,10300|10330,4.40E-04,,HP:0100761,0.160554832,0,
20,2,Monarch Phenotype,,Dural ectasia,0.0248,SMAD2|SMAD3,10163,10267|10252,4.40E-04,,HP:0100775,0.160554832,0,
19,2,DISEASES,,Infratentorial cancer,0.0249,TP53|ACVR1,10163,10291|10279,4.00E-04,,DOID:4706,0.160380065,0,
130,3,GO Biological Process,,Endocrine system development,0.0251,SMAD2|SMAD3|BMPR1A,10163,10267|10252|10300,8.70E-04,,GO:0035270,0.160032628,0,
130,3,GO Biological Process,,Positive regulation of apoptotic signaling pathway,0.0251,TP53|BMPR1B|MYC,10163,10291|10294|10318,8.70E-04,,GO:2001235,0.160032628,0,
451,5,DISEASES,,Cell type cancer,0.0251,TP53|ACVR1|AKT1|MYC|CTNNB1,10163,10291|10279|10330|10318|10285,4.10E-04,,DOID:0050687,0.160032628,0,
253,4,Monarch Phenotype,,Abnormality of femur morphology,0.0251,CYP27B1|TP53|BMPR1B|ACVR1,10163,10255|10291|10294|10279,4.50E-04,,HP:0002823,0.160032628,0,
29,2,GO Biological Process,,Branching involved in blood vessel morphogenesis,0.0253,ACVR1|CTNNB1,10163,10279|10285,8.80E-04,,GO:0001569,0.159687948,0,
131,3,GO Biological Process,,Regulation of generation of precursor metabolites and energy,0.0253,TP53|CDK1|AKT1,10163,10291|10327|10330,8.90E-04,,GO:0043467,0.159687948,0,
29,2,GO Biological Process,,Pharyngeal system development,0.0253,BMPR1A|ACVR1,10163,10300|10279,8.80E-04,,GO:0060037,0.159687948,0,
29,2,GO Biological Process,,Cell fate commitment involved in formation of primary germ layer,0.0253,SMAD1|CTNNB1,10163,10282|10285,8.80E-04,,GO:0060795,0.159687948,0,
29,2,GO Biological Process,,T cell apoptotic process,0.0253,TP53|AKT1,10163,10291|10330,8.80E-04,,GO:0070231,0.159687948,0,
29,2,GO Biological Process,,Centriole assembly,0.0253,CDK2|E2F4,10163,10303|10321,8.80E-04,,GO:0098534,0.159687948,0,
104,3,Monarch Phenotype,,Hypoplasia of the maxilla,0.0255,PRKACA|SKI|AKT1,10163,10261|10270|10330,4.60E-04,,HP:0000327,0.159345982,0,
538,5,GO Biological Process,,Inflammatory response,0.0256,CEBPB|SMAD1|BMPR1B|ACVR1|AKT1,10163,10312|10282|10294|10279|10330,9.00E-04,,GO:0006954,0.159176003,0,
72,2,WikiPathways,,Primary focal segmental glomerulosclerosis (FSGS),0.026,AKT1|CTNNB1,10163,10330|10285,0.0049,,WP2572,0.158502665,0,
72,2,WikiPathways,,MECP2 and associated Rett syndrome,0.026,E2F1|AKT1,10163,10264|10330,0.0049,,WP3584,0.158502665,0,
39,2,Reactome Pathways,,Ovarian tumor domain proteases,0.0264,TP53|CDK1,10163,10291|10327,0.0015,,HSA-5689896,0.157839607,0,
21,2,Monarch Phenotype,,Micronodular cirrhosis,0.0265,TP53|CTNNB1,10163,10291|10285,4.80E-04,,HP:0001413,0.157675413,0,
258,4,Monarch Phenotype,,Fatigue,0.0265,TP53|SMAD3|BMPR1A|CTNNB1,10163,10291|10252|10300|10285,4.80E-04,,HP:0012378,0.157675413,0,
30,2,GO Biological Process,,Negative regulation of cyclin-dependent protein serine/threonine kinase activity,0.0266,PLK1|CASP3,10163,10297|10333,9.40E-04,,GO:0045736,0.157511836,0,
134,3,GO Biological Process,,Branching morphogenesis of an epithelial tube,0.0266,ACVR1|MYC|CTNNB1,10163,10279|10318|10285,9.50E-04,,GO:0048754,0.157511836,0,
33,2,TISSUES,,Mesoderm,0.0267,MYB|CTNNB1,10163,10288|10285,0.0011,,BTO:0000839,0.157348874,0,
2388,10,TISSUES,,Internal male genital organ,0.0268,RBL2|TP53|CEBPB|PRKACA|CASP3|BMPR1A|BMPR1B|SUMO2|AKT1|MYC,10163,10276|10291|10312|10261|10333|10300|10294|10273|10330|10318,0.0011,,BTO:0003096,0.157186521,0,
6291,18,DISEASES,,Disease,0.0268,STUB1|CYP27B1|SMAD2|CDK2|TP53|PRKACA|CASP3|SMAD3|MYB|E2F1|BMPR1A|SKI|E2F4|BMPR1B|ACVR1|AKT1|MYC|CTNNB1,10163,10315|10255|10267|10303|10291|10261|10333|10252|10288|10264|10300|10270|10321|10294|10279|10330|10318|10285,4.40E-04,,DOID:4,0.157186521,0,
136,3,GO Biological Process,,Regulation of DNA replication,0.0277,CDK2|TP53|CDK1,10163,10303|10291|10327,9.90E-04,,GO:0006275,0.155752023,0,
137,3,GO Biological Process,,Response to glucose,0.028,SMAD2|PRKACA|CASP3,10163,10267|10261|10333,0.001,,GO:0009749,0.155284197,0,
31,2,GO Biological Process,,Response to X-ray,0.028,TP53|CASP3,10163,10291|10333,0.001,,GO:0010165,0.155284197,0,
31,2,GO Biological Process,,Myelination in peripheral nervous system,0.028,SKI|AKT1,10163,10270|10330,0.001,,GO:0022011,0.155284197,0,
314,4,GO Biological Process,,Response to lipopolysaccharide,0.028,CYP27B1|CEBPB|CASP3|AKT1,10163,10255|10312|10333|10330,0.001,,GO:0032496,0.155284197,0,
315,4,GO Biological Process,,Regulation of leukocyte differentiation,0.0281,CEBPB|MYB|MYC|CTNNB1,10163,10312|10288|10318|10285,0.001,,GO:1902105,0.155129368,0,
22,2,Monarch Phenotype,,Increased circulating prolactin concentration,0.0281,AKT1|CTNNB1,10163,10330|10285,5.30E-04,,HP:0000870,0.155129368,0,
22,2,Monarch Phenotype,,Ascending aortic dissection,0.0281,SMAD2|SMAD3,10163,10267|10252,5.30E-04,,HP:0004933,0.155129368,0,
1384,8,Monarch Phenotype,,Abnormality of the gastrointestinal tract,0.0281,STUB1|TP53|SMAD3|BMPR1A|SKI|AKT1|MYC|CTNNB1,10163,10315|10291|10252|10300|10270|10330|10318|10285,5.20E-04,,HP:0011024,0.155129368,0,
22,2,Monarch Phenotype,,Abnormal ascending aorta morphology,0.0281,SMAD2|SMAD3,10163,10267|10252,5.30E-04,,HP:0031784,0.155129368,0,
743,6,Monarch Phenotype,,Abnormal thorax morphology,0.0285,CYP27B1|SMAD2|PRKACA|SMAD3|SKI|AKT1,10163,10255|10267|10261|10252|10270|10330,5.40E-04,,HP:0000765,0.154515514,0,
110,3,Monarch Phenotype,,Genu valgum,0.0285,CYP27B1|PRKACA|SKI,10163,10255|10261|10270,5.40E-04,,HP:0002857,0.154515514,0,
111,3,Monarch Phenotype,,Gastrointestinal hemorrhage,0.0289,BMPR1A|MYC|CTNNB1,10163,10300|10318|10285,5.50E-04,,HP:0002239,0.153910216,0,
32,2,GO Biological Process,,Maternal placenta development,0.0294,CYP27B1|AKT1,10163,10255|10330,0.0011,,GO:0001893,0.153165267,0,
32,2,GO Biological Process,,Mitotic G1 DNA damage checkpoint signaling,0.0294,CDK2|TP53,10163,10303|10291,0.0011,,GO:0031571,0.153165267,0,
32,2,GO Biological Process,,Positive regulation of ubiquitin-protein transferase activity,0.0294,STUB1|PLK1,10163,10315|10297,0.0011,,GO:0051443,0.153165267,0,
32,2,GO Biological Process,,Regulation of intrinsic apoptotic signaling pathway by p53 class mediator,0.0294,TP53|MYC,10163,10291|10318,0.0011,,GO:1902253,0.153165267,0,
140,3,GO Biological Process,,Negative regulation of leukocyte cell-cell adhesion,0.0294,CEBPB|CASP3|AKT1,10163,10312|10333|10330,0.0011,,GO:1903038,0.153165267,0,
321,4,GO Biological Process,,Cellular component disassembly,0.0297,TP53|PLK1|CDK1|MYC,10163,10291|10297|10327|10318,0.0011,,GO:0022411,0.152724355,0,
2189,10,Monarch Phenotype,,Abnormality of the genitourinary system,0.0297,STUB1|CYP27B1|TP53|SMAD3|BMPR1A|SKI|BMPR1B|AKT1|MYC|CTNNB1,10163,10315|10255|10291|10252|10300|10270|10294|10330|10318|10285,5.70E-04,,HP:0000119,0.152724355,0,
23,2,Monarch Phenotype,,Uterine leiomyosarcoma,0.0297,AKT1|CTNNB1,10163,10330|10285,5.70E-04,,HP:0002891,0.152724355,0,
113,3,Monarch Phenotype,,Abnormal blood inorganic cation concentration,0.0298,CYP27B1|TP53|CTNNB1,10163,10255|10291|10285,5.80E-04,,HP:0010927,0.152578374,0,
1063,7,Monarch Phenotype,,Abnormality of joint mobility,0.0298,CSNK2A1|SMAD3|SKI|BMPR1B|ACVR1|AKT1|CTNNB1,10163,10306|10252|10270|10294|10279|10330|10285,5.90E-04,,HP:0011729,0.152578374,0,
113,3,Monarch Phenotype,,Abnormality of adrenal physiology,0.0298,PRKACA|AKT1|CTNNB1,10163,10261|10330|10285,5.80E-04,,HP:0011733,0.152578374,0,
141,3,GO Biological Process,,Positive regulation of Wnt signaling pathway,0.0299,CSNK2A1|SMAD3|SKI,10163,10306|10252|10270,0.0011,,GO:0030177,0.152432881,0,
852,6,GO Biological Process,,Regulation of protein localization,0.03,PLK1|PRKACA|SMAD3|CDK1|AKT1|CTNNB1,10163,10297|10261|10252|10327|10330|10285,0.0011,,GO:0032880,0.152287875,0,
42,2,Reactome Pathways,,Deactivation of the beta-catenin transactivating complex,0.0302,AKT1|CTNNB1,10163,10330|10285,0.0018,,HSA-3769402,0.151999306,0,
24,2,COMPARTMENTS,,TOR complex,0.0303,TP53|AKT1,10163,10291|10330,6.20E-04,,GOCC:0038201,0.151855737,0,
142,3,GO Biological Process,,Regulation of smooth muscle cell proliferation,0.0303,BMPR1A|AKT1|CTNNB1,10163,10300|10330|10285,0.0011,,GO:0048660,0.151855737,0,
274,4,Monarch Phenotype,,Abnormal form of the vertebral bodies,0.0303,CYP27B1|SKI|ACVR1|AKT1,10163,10255|10270|10279|10330,6.10E-04,,HP:0003312,0.151855737,0,
274,4,Monarch Phenotype,,Anorectal anomaly,0.0303,TP53|BMPR1A|AKT1|CTNNB1,10163,10291|10300|10330|10285,6.10E-04,,HP:0012732,0.151855737,0,
33,2,GO Biological Process,,Histone phosphorylation,0.0305,CDK2|CDK1,10163,10303|10327,0.0011,,GO:0016572,0.151570016,0,
33,2,GO Biological Process,,Positive regulation of monooxygenase activity,0.0305,CYP27B1|AKT1,10163,10255|10330,0.0011,,GO:0032770,0.151570016,0,
143,3,GO Biological Process,,Response to ionizing radiation,0.0307,TP53|CASP3|MYC,10163,10291|10333|10318,0.0011,,GO:0010212,0.151286162,0,
116,3,Monarch Phenotype,,Abnormal aortic valve morphology,0.0307,SMAD2|SMAD3|SKI,10163,10267|10252|10270,6.30E-04,,HP:0001646,0.151286162,0,
24,2,Monarch Phenotype,,Subarachnoid hemorrhage,0.0307,SMAD2|SMAD3,10163,10267|10252,6.20E-04,,HP:0002138,0.151286162,0,
24,2,Monarch Phenotype,,Aplasia/Hypoplasia of the phalanges of the toes,0.0307,BMPR1B|ACVR1,10163,10294|10279,6.20E-04,,HP:0010173,0.151286162,0,
24,2,Monarch Phenotype,,Endometrial carcinoma,0.0307,BMPR1A|AKT1,10163,10300|10330,6.20E-04,,HP:0012114,0.151286162,0,
326,4,GO Biological Process,,Regulation of Wnt signaling pathway,0.0309,CSNK2A1|SMAD3|SKI|CTNNB1,10163,10306|10252|10270|10285,0.0011,,GO:0030111,0.151004152,0,
43,2,Reactome Pathways,,Condensation of Prophase Chromosomes,0.0313,PLK1|CDK1,10163,10297|10327,0.0019,,HSA-2299718,0.150445566,0,
1600,8,TISSUES,,Lymphoid tissue,0.0316,RBL2|SMAD2|CASP6|TP53|PLK1|CASP3|CDK1|MYC,10163,10276|10267|10309|10291|10297|10333|10327|10318,0.0014,,BTO:0000753,0.150031292,0,
1814,9,Monarch Phenotype,,Abnormal forebrain morphology,0.0317,CSNK2A1|STUB1|SMAD2|TP53|SMAD3|SKI|ACVR1|AKT1|CTNNB1,10163,10306|10315|10267|10291|10252|10270|10279|10330|10285,6.50E-04,,HP:0100547,0.149894074,0,
34,2,GO Biological Process,,Mitotic G2 DNA damage checkpoint signaling,0.0318,PLK1|CDK1,10163,10297|10327,0.0012,,GO:0007095,0.149757288,0,
34,2,GO Biological Process,,Fibroblast proliferation,0.0318,TP53|CDK1,10163,10291|10327,0.0012,,GO:0048144,0.149757288,0,
34,2,GO Biological Process,,Positive regulation of telomerase activity,0.0318,MYC|CTNNB1,10163,10318|10285,0.0012,,GO:0051973,0.149757288,0,
34,2,GO Biological Process,,Intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,0.0318,TP53|CEBPB,10163,10291|10312,0.0012,,GO:0070059,0.149757288,0,
118,3,Monarch Phenotype,,Abnormality of the maxilla,0.0318,PRKACA|SKI|AKT1,10163,10261|10270|10330,6.60E-04,,HP:0000326,0.149757288,0,
25,2,Monarch Phenotype,,Multiple lipomas,0.032,BMPR1A|AKT1,10163,10300|10330,6.70E-04,,HP:0001012,0.149485002,0,
